date,temperature_C,precip_mm,wind_m_s,solar_rad_MJ_m2,crop,soil_moisture,irrigated,electricity_kWh
2015-01-01,15.54,0.0,1.14,7.75,Wheat,28.923000000000002,0,0.0
2015-01-02,16.4,4.1,1.06,2.43,Wheat,31.903000000000002,0,0.0
2015-01-03,14.3,11.06,1.0,4.18,Wheat,41.948,0,0.0
2015-01-04,13.26,0.04,2.46,7.2,Wheat,41.025,0,0.0
2015-01-05,12.96,0.03,4.19,12.95,Wheat,40.107,0,0.0
2015-01-06,13.06,0.0,2.56,9.47,Wheat,39.153999999999996,0,0.0
2015-01-07,12.35,0.0,2.11,5.63,Wheat,38.2365,0,0.0
2015-01-08,11.89,0.0,2.17,4.93,Wheat,37.342,0,0.0
2015-01-09,11.12,0.0,1.77,7.02,Wheat,36.486,0,0.0
2015-01-10,10.92,0.0,2.41,10.9,Wheat,35.64,0,0.0
2015-01-11,11.67,0.0,2.25,8.05,Wheat,34.7565,0,0.0
2015-01-12,12.05,0.0,1.67,7.45,Wheat,33.854,0,0.0
2015-01-13,12.23,0.0,1.57,9.38,Wheat,32.9425,0,0.0
2015-01-14,11.24,2.34,1.53,4.48,Wheat,34.4205,0,0.0
2015-01-15,11.57,0.0,1.61,9.83,Wheat,33.541999999999994,0,0.0
2015-01-16,12.7,0.0,1.55,11.18,Wheat,32.60699999999999,0,0.0
2015-01-17,13.29,0.0,2.23,10.98,Wheat,31.64249999999999,0,0.0
2015-01-18,12.8,0.0,2.13,10.62,Wheat,30.70249999999999,0,0.0
2015-01-19,12.82,0.0,1.66,8.62,Wheat,29.76149999999999,0,0.0
2015-01-20,12.04,0.0,1.14,6.75,Wheat,28.85949999999999,0,0.0
2015-01-21,13.47,2.61,1.34,8.22,Wheat,30.495999999999988,0,0.0
2015-01-22,12.27,6.15,1.42,1.79,Wheat,35.73249999999999,0,0.0
2015-01-23,13.25,2.72,1.27,9.43,Wheat,37.48999999999999,0,0.0
2015-01-24,13.51,0.0,1.96,7.55,Wheat,36.51449999999999,0,0.0
2015-01-25,12.41,0.0,1.68,8.44,Wheat,35.593999999999994,0,0.0
2015-01-26,12.3,3.04,0.86,5.93,Wheat,37.718999999999994,0,0.0
2015-01-27,12.88,0.0,2.09,8.79,Wheat,36.77499999999999,0,0.0
2015-01-28,10.91,0.0,2.17,12.07,Wheat,35.92949999999999,0,0.0
2015-01-29,10.47,0.0,2.23,15.27,Wheat,35.10599999999999,0,0.0
2015-01-30,11.47,0.0,2.98,16.63,Wheat,34.23249999999999,0,0.0
2015-01-31,12.64,0.0,2.56,16.14,Wheat,33.300499999999985,0,0.0
2015-02-01,15.02,0.0,1.21,13.82,Wheat,32.24949999999998,0,0.0
2015-02-02,15.9,0.11,1.86,11.8,Wheat,31.264499999999984,0,0.0
2015-02-03,15.66,2.13,2.68,13.32,Wheat,32.31149999999999,0,0.0
2015-02-04,14.43,0.45,2.31,10.59,Wheat,31.73999999999999,0,0.0
2015-02-05,13.69,0.0,2.15,17.1,Wheat,30.75549999999999,0,0.0
2015-02-06,14.26,0.0,1.36,16.67,Wheat,29.74249999999999,0,0.0
2015-02-07,16.51,0.0,1.22,14.99,Wheat,28.61699999999999,0,0.0
2015-02-08,17.21,0.0,1.85,14.37,Wheat,27.45649999999999,0,0.0
2015-02-09,16.17,0.0,2.17,16.64,Wheat,26.347999999999992,0,0.0
2015-02-10,15.37,0.0,2.19,16.99,Wheat,25.27949999999999,0,0.0
2015-02-11,15.1,0.0,1.63,15.53,Wheat,34.22449999999999,1,4.5
2015-02-12,14.98,0.0,2.1,15.68,Wheat,33.17549999999999,0,0.0
2015-02-13,15.99,0.0,2.34,17.97,Wheat,32.07599999999999,0,0.0
2015-02-14,19.16,0.0,1.42,17.33,Wheat,30.817999999999994,0,0.0
2015-02-15,20.2,0.0,1.25,16.74,Wheat,29.507999999999996,0,0.0
2015-02-16,19.28,0.0,1.82,13.72,Wheat,28.243999999999996,0,0.0
2015-02-17,19.72,0.0,0.97,15.64,Wheat,26.957999999999995,0,0.0
2015-02-18,20.52,0.0,1.1,14.27,Wheat,25.631999999999994,0,0.0
2015-02-19,21.9,0.02,1.36,15.88,Wheat,34.25699999999999,1,4.5
2015-02-20,21.28,3.18,1.34,16.6,Wheat,36.07299999999999,0,0.0
2015-02-21,21.59,0.0,2.77,17.36,Wheat,34.69349999999999,0,0.0
2015-02-22,21.88,0.0,3.28,18.9,Wheat,33.299499999999995,0,0.0
2015-02-23,20.8,0.0,1.42,16.61,Wheat,31.959499999999995,0,0.0
2015-02-24,21.35,0.0,1.13,11.75,Wheat,30.591999999999995,0,0.0
2015-02-25,20.75,2.38,1.88,11.47,Wheat,31.634499999999996,0,0.0
2015-02-26,15.96,0.26,1.68,18.56,Wheat,30.796499999999998,0,0.0
2015-02-27,16.11,0.19,1.62,19.66,Wheat,29.881,0,0.0
2015-02-28,18.12,0.56,1.15,17.28,Wheat,29.235,0,0.0
2015-03-01,15.92,34.12,4.2,3.71,Wheat,62.259,0,0.0
2015-03-02,16.48,31.16,2.68,9.92,Wheat,92.295,0,0.0
2015-03-03,15.76,4.36,1.5,12.38,Wheat,95.56700000000001,0,0.0
2015-03-04,15.38,0.01,2.2,19.94,Wheat,94.50800000000001,0,0.0
2015-03-05,16.7,0.02,1.58,20.73,Wheat,93.393,0,0.0
2015-03-06,18.03,0.1,1.94,19.74,Wheat,92.2915,0,0.0
2015-03-07,19.52,2.9,1.27,14.27,Wheat,93.91550000000001,0,0.0
2015-03-08,19.73,2.61,1.68,16.21,Wheat,95.239,0,0.0
2015-03-09,15.77,3.02,2.3,20.88,Wheat,97.1705,0,0.0
2015-03-10,16.69,0.0,2.42,22.47,Wheat,96.036,0,0.0
2015-03-11,18.09,0.0,1.85,21.08,Wheat,94.8315,0,0.0
2015-03-12,20.4,0.0,1.92,20.21,Wheat,93.51150000000001,0,0.0
2015-03-13,21.16,0.06,1.19,12.71,Wheat,92.21350000000001,0,0.0
2015-03-14,21.55,0.58,0.99,13.02,Wheat,91.41600000000001,0,0.0
2015-03-15,19.15,3.95,3.23,5.15,Wheat,94.10850000000002,0,0.0
2015-03-16,18.99,4.87,2.15,17.73,Wheat,97.72900000000003,0,0.0
2015-03-17,19.91,0.0,2.61,21.58,Wheat,96.43350000000002,0,0.0
2015-03-18,19.58,0.0,3.18,22.45,Wheat,95.15450000000003,0,0.0
2015-03-19,20.12,0.0,2.08,23.32,Wheat,93.84850000000003,0,0.0
2015-03-20,21.86,0.0,1.96,23.09,Wheat,92.45550000000003,0,0.0
2015-03-21,23.21,0.0,2.07,22.61,Wheat,90.99500000000003,0,0.0
2015-03-22,24.59,0.0,2.86,22.82,Wheat,89.46550000000003,0,0.0
2015-03-23,24.99,0.0,2.52,23.27,Wheat,87.91600000000004,0,0.0
2015-03-24,26.36,0.0,1.46,24.0,Wheat,86.29800000000004,0,0.0
2015-03-25,27.39,0.0,0.98,22.14,Wheat,84.62850000000005,0,0.0
2015-03-26,27.24,0.0,1.59,21.29,Wheat,82.96650000000004,0,0.0
2015-03-27,27.43,0.01,2.32,23.02,Wheat,81.30500000000005,0,0.0
2015-03-28,26.7,0.0,2.01,24.44,Wheat,79.67000000000004,0,0.0
2015-03-29,23.86,4.42,2.57,9.87,Wheat,82.59700000000005,0,0.0
2015-03-30,20.6,8.42,2.9,18.43,Wheat,89.68700000000005,0,0.0
2015-03-31,24.23,0.05,1.53,21.16,Wheat,88.22550000000005,0,0.0
2015-04-01,26.29,0.42,1.21,20.16,None,87.03100000000005,0,0.0
2015-04-02,26.88,0.41,1.33,22.53,None,85.79700000000004,0,0.0
2015-04-03,24.0,8.09,2.12,15.59,None,92.38700000000004,0,0.0
2015-04-04,20.12,15.16,0.96,15.81,None,100.0,0,0.0
2015-04-05,22.77,0.01,1.18,24.11,None,98.5715,0,0.0
2015-04-06,23.75,0.0,1.83,23.9,None,97.084,0,0.0
2015-04-07,24.98,0.25,1.12,19.97,None,95.785,0,0.0
2015-04-08,24.56,0.48,1.8,24.32,None,94.737,0,0.0
2015-04-09,24.56,0.05,2.63,26.68,None,93.25899999999999,0,0.0
2015-04-10,25.56,0.0,2.49,26.36,None,91.68099999999998,0,0.0
2015-04-11,28.04,0.0,1.19,23.63,None,89.97899999999998,0,0.0
2015-04-12,26.7,1.8,0.91,12.62,None,90.14399999999998,0,0.0
2015-04-13,25.06,1.62,1.62,16.82,None,90.21099999999998,0,0.0
2015-04-14,25.48,1.57,1.04,21.05,None,90.20699999999998,0,0.0
2015-04-15,27.05,2.12,0.96,21.92,None,90.67449999999998,0,0.0
2015-04-16,27.0,0.58,1.71,15.84,None,89.60449999999997,0,0.0
2015-04-17,27.35,0.1,3.57,24.08,None,88.03699999999996,0,0.0
2015-04-18,29.82,0.0,3.18,24.22,None,86.24599999999997,0,0.0
2015-04-19,31.62,0.0,1.84,25.04,None,84.36499999999997,0,0.0
2015-04-20,31.1,0.09,2.11,22.45,None,82.59999999999997,0,0.0
2015-04-21,30.43,0.0,2.34,24.02,None,80.77849999999997,0,0.0
2015-04-22,29.31,0.0,2.9,27.11,None,79.01299999999996,0,0.0
2015-04-23,30.59,0.0,1.69,26.73,None,77.18349999999997,0,0.0
2015-04-24,33.37,0.0,0.91,26.68,None,75.21499999999996,0,0.0
2015-04-25,32.0,0.0,1.5,26.66,None,73.31499999999996,0,0.0
2015-04-26,28.49,0.09,2.87,25.22,None,71.68049999999995,0,0.0
2015-04-27,29.74,2.86,2.47,23.49,None,72.75349999999995,0,0.0
2015-04-28,31.3,0.2,1.77,23.11,None,71.08849999999995,0,0.0
2015-04-29,31.55,0.13,1.47,25.25,None,69.34099999999995,0,0.0
2015-04-30,31.74,0.0,1.89,25.22,None,67.45399999999995,0,0.0
2015-05-01,31.32,1.63,1.0,25.02,None,67.21799999999995,0,0.0
2015-05-02,30.64,0.15,1.97,25.73,None,65.53599999999996,0,0.0
2015-05-03,31.1,0.0,1.59,26.54,None,63.68099999999996,0,0.0
2015-05-04,31.74,0.0,1.7,27.59,None,61.79399999999996,0,0.0
2015-05-05,31.75,0.0,2.06,26.54,None,59.90649999999996,0,0.0
2015-05-06,32.88,0.0,3.27,26.73,None,57.962499999999956,0,0.0
2015-05-07,33.66,0.0,2.98,26.24,None,55.97949999999996,0,0.0
2015-05-08,34.44,0.0,3.31,25.96,None,53.95749999999996,0,0.0
2015-05-09,34.55,0.0,1.5,24.65,None,51.929999999999964,0,0.0
2015-05-10,34.85,0.0,1.58,25.82,None,49.88749999999997,0,0.0
2015-05-11,36.02,0.1,1.43,22.99,None,47.88649999999997,0,0.0
2015-05-12,35.02,0.88,1.13,25.35,None,46.71549999999997,0,0.0
2015-05-13,33.77,0.18,1.81,15.1,None,44.90699999999997,0,0.0
2015-05-14,32.75,0.96,1.47,26.0,None,43.92949999999997,0,0.0
2015-05-15,33.25,0.11,2.64,22.56,None,42.07699999999997,0,0.0
2015-05-16,34.01,1.22,1.19,26.91,None,41.296499999999966,0,0.0
2015-05-17,34.79,0.0,1.6,27.25,None,39.25699999999997,0,0.0
2015-05-18,36.91,0.0,1.52,26.66,None,37.11149999999997,0,0.0
2015-05-19,37.85,0.0,2.81,17.73,None,34.91899999999997,0,0.0
2015-05-20,36.09,0.48,4.25,27.28,None,33.294499999999964,0,0.0
2015-05-21,36.23,0.0,4.21,27.82,None,31.182999999999964,0,0.0
2015-05-22,36.88,0.0,3.93,28.55,None,29.038999999999966,0,0.0
2015-05-23,36.86,0.0,3.97,26.69,None,26.895999999999965,0,0.0
2015-05-24,37.17,0.04,2.45,25.62,None,24.777499999999964,0,0.0
2015-05-25,37.44,0.0,2.56,24.68,None,22.605499999999964,0,0.0
2015-05-26,36.42,0.0,3.38,26.82,None,20.484499999999965,0,0.0
2015-05-27,35.32,0.28,3.33,30.24,None,18.698499999999967,0,0.0
2015-05-28,35.25,0.0,2.66,25.81,None,16.635999999999967,0,0.0
2015-05-29,36.64,0.04,2.98,25.53,None,14.543999999999967,0,0.0
2015-05-30,36.9,0.0,3.0,27.35,None,12.398999999999967,0,0.0
2015-05-31,36.31,0.0,2.33,23.9,None,10.283499999999968,0,0.0
2015-06-01,35.92,0.33,1.77,16.31,Rice,18.51749999999997,1,4.5
2015-06-02,34.27,1.16,1.35,24.24,Rice,27.66399999999997,1,4.5
2015-06-03,34.81,0.31,1.28,20.63,Rice,25.933499999999967,0,0.0
2015-06-04,34.99,0.11,1.78,25.76,Rice,33.993999999999964,1,4.5
2015-06-05,35.0,0.51,2.07,26.92,Rice,32.453999999999965,0,0.0
2015-06-06,35.28,0.0,2.45,26.78,Rice,30.389999999999965,0,0.0
2015-06-07,36.41,0.0,2.4,27.14,Rice,28.269499999999965,0,0.0
2015-06-08,37.98,0.0,2.67,27.41,Rice,26.070499999999967,0,0.0
2015-06-09,38.92,0.0,4.25,19.93,Rice,33.82449999999997,1,4.5
2015-06-10,36.84,0.0,5.57,23.18,Rice,31.682499999999973,0,0.0
2015-06-11,37.82,0.13,4.6,23.7,Rice,29.621499999999973,0,0.0
2015-06-12,37.52,0.0,4.22,25.93,Rice,27.445499999999974,0,0.0
2015-06-13,35.46,11.69,2.92,19.59,Rice,37.06249999999997,0,0.0
2015-06-14,32.48,6.73,1.88,12.81,Rice,41.868499999999976,0,0.0
2015-06-15,33.75,0.0,1.49,19.96,Rice,39.88099999999998,0,0.0
2015-06-16,34.3,0.02,1.68,24.67,Rice,37.88599999999998,0,0.0
2015-06-17,35.17,0.0,2.05,24.62,Rice,35.82749999999998,0,0.0
2015-06-18,36.02,0.63,1.38,24.4,Rice,34.35649999999998,0,0.0
2015-06-19,37.16,0.14,1.64,22.16,Rice,32.33849999999998,0,0.0
2015-06-20,36.39,2.64,1.9,21.55,Rice,32.85899999999998,0,0.0
2015-06-21,35.23,8.84,0.84,18.49,Rice,39.63749999999998,0,0.0
2015-06-22,35.52,0.27,0.85,22.7,Rice,37.831499999999984,0,0.0
2015-06-23,36.06,2.69,1.35,23.19,Rice,38.41849999999998,0,0.0
2015-06-24,34.07,1.85,1.7,18.34,Rice,38.26499999999998,0,0.0
2015-06-25,28.59,36.34,1.68,8.7,Rice,72.87549999999999,0,0.0
2015-06-26,32.12,0.0,3.49,25.16,Rice,70.96949999999998,0,0.0
2015-06-27,33.08,0.44,3.74,24.44,Rice,69.45549999999999,0,0.0
2015-06-28,34.18,0.02,2.79,24.35,Rice,67.46649999999998,0,0.0
2015-06-29,33.38,8.32,1.78,19.16,Rice,73.8175,0,0.0
2015-06-30,31.94,24.4,0.91,20.47,Rice,96.3205,0,0.0
2015-07-01,32.76,2.96,1.27,23.74,Rice,97.34249999999999,0,0.0
2015-07-02,32.94,0.33,1.53,23.17,Rice,95.72549999999998,0,0.0
2015-07-03,34.27,1.19,3.25,22.81,Rice,94.90199999999999,0,0.0
2015-07-04,34.82,0.8,3.69,21.97,Rice,93.66099999999999,0,0.0
2015-07-05,34.81,7.17,2.84,20.37,Rice,98.7905,0,0.0
2015-07-06,31.77,29.84,1.86,10.28,Rice,100.0,0,0.0
2015-07-07,31.36,15.31,0.77,16.28,Rice,100.0,0,0.0
2015-07-08,31.75,4.49,0.76,20.49,Rice,100.0,0,0.0
2015-07-09,31.38,3.42,1.43,13.72,Rice,100.0,0,0.0
2015-07-10,28.95,38.32,1.66,4.57,Rice,100.0,0,0.0
2015-07-11,28.04,98.39,1.61,5.11,Rice,100.0,0,0.0
2015-07-12,28.15,14.43,2.8,5.93,Rice,100.0,0,0.0
2015-07-13,28.71,6.3,0.9,22.67,Rice,100.0,0,0.0
2015-07-14,29.31,0.86,2.38,23.73,Rice,99.0945,0,0.0
2015-07-15,29.87,1.26,3.49,24.51,Rice,98.561,0,0.0
2015-07-16,30.14,0.82,2.78,18.76,Rice,97.574,0,0.0
2015-07-17,29.85,5.77,1.26,17.26,Rice,100.0,0,0.0
2015-07-18,30.05,2.8,1.11,12.0,Rice,100.0,0,0.0
2015-07-19,29.54,1.77,0.96,17.9,Rice,99.993,0,0.0
2015-07-20,29.61,2.58,0.57,12.35,Rice,100.0,0,0.0
2015-07-21,30.26,2.91,0.92,19.93,Rice,100.0,0,0.0
2015-07-22,29.55,2.92,1.16,21.89,Rice,100.0,0,0.0
2015-07-23,29.45,0.25,1.6,21.74,Rice,98.4775,0,0.0
2015-07-24,29.62,0.4,1.25,19.47,Rice,97.0965,0,0.0
2015-07-25,29.41,11.65,1.25,21.52,Rice,100.0,0,0.0
2015-07-26,28.7,2.77,3.39,19.1,Rice,100.0,0,0.0
2015-07-27,28.61,2.74,2.77,22.12,Rice,100.0,0,0.0
2015-07-28,28.38,0.58,2.29,21.82,Rice,98.861,0,0.0
2015-07-29,28.2,0.01,2.73,13.96,Rice,97.16100000000002,0,0.0
2015-07-30,29.49,0.12,2.16,14.87,Rice,95.50650000000002,0,0.0
2015-07-31,28.92,9.28,2.26,13.62,Rice,100.0,0,0.0
2015-08-01,28.79,4.3,1.79,13.01,Rice,100.0,0,0.0
2015-08-02,28.58,3.31,1.01,19.41,Rice,100.0,0,0.0
2015-08-03,27.98,0.01,1.16,23.25,Rice,98.311,0,0.0
2015-08-04,30.7,0.05,1.2,19.87,Rice,96.52600000000001,0,0.0
2015-08-05,31.38,4.81,1.23,14.94,Rice,99.46700000000001,0,0.0
2015-08-06,30.96,8.52,1.73,13.4,Rice,100.0,0,0.0
2015-08-07,29.45,14.09,1.55,11.2,Rice,100.0,0,0.0
2015-08-08,29.1,30.37,1.96,7.17,Rice,100.0,0,0.0
2015-08-09,28.28,20.47,1.59,10.91,Rice,100.0,0,0.0
2015-08-10,29.84,6.63,0.96,15.68,Rice,100.0,0,0.0
2015-08-11,29.51,11.81,0.91,8.88,Rice,100.0,0,0.0
2015-08-12,29.23,4.88,1.07,20.9,Rice,100.0,0,0.0
2015-08-13,30.06,3.08,0.65,19.94,Rice,100.0,0,0.0
2015-08-14,30.28,1.31,0.81,11.77,Rice,99.496,0,0.0
2015-08-15,29.72,14.18,1.09,10.5,Rice,100.0,0,0.0
2015-08-16,28.77,7.47,1.22,17.03,Rice,100.0,0,0.0
2015-08-17,29.11,5.12,1.56,18.06,Rice,100.0,0,0.0
2015-08-18,29.38,7.32,1.9,19.57,Rice,100.0,0,0.0
2015-08-19,28.76,2.07,2.69,22.44,Rice,100.0,0,0.0
2015-08-20,27.95,17.37,2.82,20.13,Rice,100.0,0,0.0
2015-08-21,27.98,6.64,2.34,16.19,Rice,100.0,0,0.0
2015-08-22,27.99,13.49,1.87,20.06,Rice,100.0,0,0.0
2015-08-23,27.67,30.72,1.82,19.82,Rice,100.0,0,0.0
2015-08-24,27.63,4.24,2.52,22.58,Rice,100.0,0,0.0
2015-08-25,27.78,0.0,2.71,24.27,Rice,98.31099999999999,0,0.0
2015-08-26,27.78,0.18,2.36,22.58,Rice,96.80199999999999,0,0.0
2015-08-27,28.43,8.61,1.49,22.52,Rice,100.0,0,0.0
2015-08-28,28.59,0.39,1.77,19.94,Rice,98.6605,0,0.0
2015-08-29,28.76,2.03,1.87,23.2,Rice,98.9525,0,0.0
2015-08-30,28.45,0.0,2.35,22.03,Rice,97.23,0,0.0
2015-08-31,27.51,3.0,2.68,23.18,Rice,98.5545,0,0.0
2015-09-01,27.4,0.07,2.89,23.62,Rice,96.9545,0,0.0
2015-09-02,27.19,0.15,2.57,21.26,Rice,95.44500000000001,0,0.0
2015-09-03,27.33,3.1,1.99,21.3,Rice,96.8785,0,0.0
2015-09-04,27.01,0.08,2.08,22.49,Rice,95.308,0,0.0
2015-09-05,26.74,0.0,2.45,23.9,Rice,93.671,0,0.0
2015-09-06,27.24,0.0,2.42,23.59,Rice,92.009,0,0.0
2015-09-07,27.66,0.0,2.35,23.41,Rice,90.326,0,0.0
2015-09-08,27.83,0.0,2.8,23.14,Rice,88.63449999999999,0,0.0
2015-09-09,28.32,0.0,2.88,23.42,Rice,86.9185,0,0.0
2015-09-10,27.94,0.0,2.28,23.5,Rice,85.22149999999999,0,0.0
2015-09-11,28.1,0.0,1.81,22.78,Rice,83.5165,0,0.0
2015-09-12,29.49,0.02,1.08,19.38,Rice,81.76199999999999,0,0.0
2015-09-13,30.01,0.01,0.87,19.69,Rice,79.97149999999999,0,0.0
2015-09-14,30.34,0.35,1.28,20.11,Rice,78.50449999999998,0,0.0
2015-09-15,30.75,0.0,1.09,19.92,Rice,76.66699999999997,0,0.0
2015-09-16,30.32,1.6,0.78,17.87,Rice,76.45099999999996,0,0.0
2015-09-17,30.81,0.0,0.67,17.37,Rice,74.61049999999996,0,0.0
2015-09-18,29.21,8.28,1.35,15.3,Rice,81.12999999999997,0,0.0
2015-09-19,29.03,6.89,1.56,17.27,Rice,86.26849999999996,0,0.0
2015-09-20,30.02,20.18,0.85,18.54,Rice,100.0,0,0.0
2015-09-21,30.22,2.41,0.72,18.49,Rice,100.0,0,0.0
2015-09-22,29.53,6.28,2.04,19.33,Rice,100.0,0,0.0
2015-09-23,27.08,0.57,2.66,18.55,Rice,98.916,0,0.0
2015-09-24,26.23,0.0,2.77,21.8,Rice,97.30449999999999,0,0.0
2015-09-25,26.15,0.0,2.03,21.59,Rice,95.69699999999999,0,0.0
2015-09-26,27.55,0.03,1.61,20.99,Rice,94.0495,0,0.0
2015-09-27,27.94,0.02,1.49,19.56,Rice,92.37249999999999,0,0.0
2015-09-28,27.14,0.01,1.77,20.9,Rice,90.7255,0,0.0
2015-09-29,26.61,0.0,2.06,21.14,Rice,89.095,0,0.0
2015-09-30,26.47,0.0,2.51,21.6,Rice,87.47149999999999,0,0.0
2015-10-01,26.65,0.0,1.87,21.2,Rice,85.839,0,0.0
2015-10-02,26.52,0.0,1.86,21.66,Rice,84.213,0,0.0
2015-10-03,27.27,0.0,1.77,21.21,Rice,82.5495,0,0.0
2015-10-04,27.48,0.0,1.0,20.95,Rice,80.87549999999999,0,0.0
2015-10-05,28.61,0.0,0.98,20.44,Rice,79.14499999999998,0,0.0
2015-10-06,27.61,0.0,1.56,19.27,Rice,77.46449999999999,0,0.0
2015-10-07,27.31,0.0,1.82,18.36,Rice,75.79899999999999,0,0.0
2015-10-08,27.32,0.0,2.02,18.96,Rice,74.133,0,0.0
2015-10-09,27.87,0.0,2.04,20.41,Rice,72.4395,0,0.0
2015-10-10,28.04,0.0,1.81,20.83,Rice,70.7375,0,0.0
2015-10-11,28.64,0.0,1.46,20.16,Rice,69.0055,0,0.0
2015-10-12,28.76,0.0,0.99,19.35,Rice,67.2675,0,0.0
2015-10-13,27.93,2.11,1.14,16.63,Rice,67.681,0,0.0
2015-10-14,26.69,1.96,1.29,14.78,Rice,68.00649999999999,0,0.0
2015-10-15,26.62,0.33,0.97,15.72,Rice,66.70549999999999,0,0.0
2015-10-16,27.12,0.01,1.26,16.56,Rice,65.05949999999999,0,0.0
2015-10-17,26.76,0.05,1.41,16.27,Rice,63.471499999999985,0,0.0
2015-10-18,27.85,0.0,1.01,15.63,Rice,61.77899999999998,0,0.0
2015-10-19,28.21,0.0,1.27,15.58,Rice,60.06849999999998,0,0.0
2015-10-20,27.56,0.0,1.64,15.65,Rice,58.39049999999998,0,0.0
2015-10-21,24.94,0.14,1.68,15.48,Rice,56.983499999999985,0,0.0
2015-10-22,23.23,0.0,1.88,16.68,Rice,55.521999999999984,0,0.0
2015-10-23,23.24,0.0,1.98,18.13,Rice,54.05999999999998,0,0.0
2015-10-24,25.33,0.0,1.15,16.84,Rice,52.49349999999998,0,0.0
2015-10-25,25.18,0.0,1.36,16.17,Rice,50.934499999999986,0,0.0
2015-10-26,24.2,0.2,1.28,14.46,Rice,49.62449999999999,0,0.0
2015-10-27,22.93,1.04,1.69,14.19,Rice,49.21799999999999,0,0.0
2015-10-28,18.48,2.46,1.48,10.44,Rice,50.45399999999999,0,0.0
2015-10-29,20.86,0.0,0.95,14.87,Rice,49.11099999999999,0,0.0
2015-10-30,21.2,0.87,1.44,15.84,Rice,48.62099999999999,0,0.0
2015-10-31,22.22,0.0,1.3,14.32,Rice,47.20999999999999,0,0.0
2015-11-01,22.68,0.0,0.86,15.0,Wheat,45.77599999999999,0,0.0
2015-11-02,22.88,0.0,1.1,14.7,Wheat,44.33199999999999,0,0.0
2015-11-03,23.27,0.0,1.31,12.17,Wheat,42.86849999999998,0,0.0
2015-11-04,24.02,0.0,0.9,13.26,Wheat,41.367499999999986,0,0.0
2015-11-05,24.62,1.12,0.94,8.38,Wheat,40.956499999999984,0,0.0
2015-11-06,23.38,0.0,1.29,12.83,Wheat,39.48749999999998,0,0.0
2015-11-07,21.93,0.0,1.08,11.72,Wheat,38.09099999999998,0,0.0
2015-11-08,21.98,0.04,0.98,11.05,Wheat,36.73199999999998,0,0.0
2015-11-09,23.25,0.0,1.16,11.54,Wheat,35.26949999999998,0,0.0
2015-11-10,22.86,0.0,1.5,11.29,Wheat,33.82649999999998,0,0.0
2015-11-11,21.87,0.0,2.96,12.6,Wheat,32.43299999999998,0,0.0
2015-11-12,21.34,0.0,2.56,14.08,Wheat,31.065999999999978,0,0.0
2015-11-13,22.22,0.0,2.71,12.26,Wheat,29.654999999999976,0,0.0
2015-11-14,22.9,0.0,2.47,11.66,Wheat,28.209999999999976,0,0.0
2015-11-15,22.85,0.0,1.59,12.29,Wheat,26.767499999999977,0,0.0
2015-11-16,21.47,0.01,2.29,12.15,Wheat,25.40399999999998,0,0.0
2015-11-17,19.13,0.0,2.3,15.63,Wheat,34.14749999999998,1,4.5
2015-11-18,18.45,0.0,1.89,15.58,Wheat,32.92499999999998,0,0.0
2015-11-19,18.59,0.0,1.4,13.56,Wheat,31.69549999999998,0,0.0
2015-11-20,19.31,0.0,1.2,13.13,Wheat,30.429999999999982,0,0.0
2015-11-21,19.57,0.0,1.26,12.88,Wheat,29.15149999999998,0,0.0
2015-11-22,19.4,0.0,1.58,12.04,Wheat,27.88149999999998,0,0.0
2015-11-23,19.07,0.0,1.42,11.45,Wheat,26.627999999999982,0,0.0
2015-11-24,19.21,0.0,2.15,12.07,Wheat,25.367499999999982,0,0.0
2015-11-25,19.77,0.0,2.94,12.75,Wheat,34.07899999999998,1,4.5
2015-11-26,20.46,0.27,1.32,10.25,Wheat,33.02599999999998,0,0.0
2015-11-27,21.02,0.26,1.11,9.86,Wheat,31.93499999999998,0,0.0
2015-11-28,20.33,0.04,2.0,8.03,Wheat,30.65849999999998,0,0.0
2015-11-29,19.21,0.0,1.26,9.41,Wheat,29.39799999999998,0,0.0
2015-11-30,19.95,0.0,1.25,10.58,Wheat,28.10049999999998,0,0.0
2015-12-01,19.85,0.0,1.55,8.51,Wheat,26.80799999999998,0,0.0
2015-12-02,18.14,0.47,1.76,8.08,Wheat,26.070999999999977,0,0.0
2015-12-03,18.25,0.0,2.76,10.49,Wheat,34.85849999999998,1,4.5
2015-12-04,17.54,0.0,2.31,13.09,Wheat,33.68149999999998,0,0.0
2015-12-05,18.22,0.0,1.38,13.46,Wheat,32.47049999999998,0,0.0
2015-12-06,18.42,0.0,0.92,11.38,Wheat,31.24949999999998,0,0.0
2015-12-07,19.29,0.0,0.96,10.78,Wheat,29.984999999999978,0,0.0
2015-12-08,19.29,0.0,1.05,11.77,Wheat,28.72049999999998,0,0.0
2015-12-09,17.83,0.0,1.49,7.4,Wheat,27.52899999999998,0,0.0
2015-12-10,18.75,0.0,1.57,10.3,Wheat,26.291499999999978,0,0.0
2015-12-11,17.92,0.4,1.6,8.36,Wheat,25.495499999999975,0,0.0
2015-12-12,15.19,0.01,2.25,7.42,Wheat,34.44599999999998,1,4.5
2015-12-13,13.82,0.0,1.9,12.31,Wheat,33.45499999999998,0,0.0
2015-12-14,13.26,0.0,2.57,12.91,Wheat,32.491999999999976,0,0.0
2015-12-15,12.77,0.0,2.43,13.1,Wheat,31.553499999999975,0,0.0
