date,temperature_C,precip_mm,wind_m_s,solar_rad_MJ_m2,crop,soil_moisture,irrigated,electricity_kWh
2020-02-15,15.42,0.0,2.96,19.58,Wheat,48.92600000000001,0,0.0
2020-02-16,15.7,0.0,1.96,19.18,Wheat,47.84100000000001,0,0.0
2020-02-17,16.01,0.0,2.39,18.53,Wheat,46.74050000000001,0,0.0
2020-02-18,15.96,0.0,2.34,19.6,Wheat,45.64250000000001,0,0.0
2020-02-19,18.02,0.0,2.58,15.02,Wheat,44.44150000000001,0,0.0
2020-02-20,19.23,0.75,3.73,15.64,Wheat,43.930000000000014,0,0.0
2020-02-21,16.04,14.7,3.55,6.51,Wheat,57.52800000000001,0,0.0
2020-02-22,17.48,0.0,1.4,12.61,Wheat,56.35400000000001,0,0.0
2020-02-23,18.73,1.24,1.02,12.8,Wheat,56.357500000000016,0,0.0
2020-02-24,18.58,0.04,1.8,15.83,Wheat,55.168500000000016,0,0.0
2020-02-25,18.2,0.91,1.52,16.0,Wheat,54.86850000000001,0,0.0
2020-02-26,18.59,0.02,1.53,16.55,Wheat,53.65900000000001,0,0.0
2020-02-27,17.43,0.0,1.58,14.38,Wheat,52.48750000000001,0,0.0
2020-02-28,19.03,0.0,3.01,14.29,Wheat,51.23600000000001,0,0.0
2020-02-29,20.08,4.89,2.69,13.92,Wheat,54.82200000000001,0,0.0
2020-03-01,20.28,1.99,1.4,18.09,Wheat,55.49800000000001,0,0.0
2020-03-02,20.3,0.0,1.4,17.57,Wheat,54.183000000000014,0,0.0
2020-03-03,20.39,0.0,1.59,17.31,Wheat,52.863500000000016,0,0.0
2020-03-04,21.39,3.52,1.19,15.34,Wheat,55.01400000000002,0,0.0
2020-03-05,20.11,7.51,2.19,15.28,Wheat,61.21850000000001,0,0.0
2020-03-06,17.39,35.17,3.49,11.32,Wheat,95.21900000000002,0,0.0
2020-03-07,17.36,0.6,1.47,12.6,Wheat,94.65100000000001,0,0.0
2020-03-08,17.87,0.0,1.48,20.08,Wheat,93.45750000000001,0,0.0
2020-03-09,17.18,0.0,3.0,21.11,Wheat,92.2985,0,0.0
2020-03-10,18.61,0.0,1.16,18.67,Wheat,91.068,0,0.0
2020-03-11,18.73,1.2,2.92,16.97,Wheat,91.0315,0,0.0
2020-03-12,20.24,3.35,2.5,18.98,Wheat,93.06949999999999,0,0.0
2020-03-13,20.01,4.6,1.09,20.48,Wheat,96.36899999999999,0,0.0
2020-03-14,16.77,7.26,1.41,13.56,Wheat,100.0,0,0.0
2020-03-15,17.79,0.51,0.98,19.61,Wheat,99.32050000000001,0,0.0
2020-03-16,18.77,0.0,1.73,17.06,Wheat,98.08200000000001,0,0.0
2020-03-17,19.78,0.0,2.33,22.13,Wheat,96.793,0,0.0
2020-03-18,20.78,0.0,2.37,21.47,Wheat,95.45400000000001,0,0.0
2020-03-19,21.84,0.02,1.59,21.76,Wheat,94.08200000000001,0,0.0
2020-03-20,23.55,0.0,0.85,18.37,Wheat,92.6045,0,0.0
2020-03-21,24.22,0.17,0.89,18.75,Wheat,91.26350000000001,0,0.0
2020-03-22,23.27,0.01,1.8,22.46,Wheat,89.81000000000002,0,0.0
2020-03-23,23.65,0.0,1.46,20.73,Wheat,88.32750000000001,0,0.0
2020-03-24,24.12,0.64,1.29,14.88,Wheat,87.46150000000002,0,0.0
2020-03-25,24.65,0.0,2.32,21.64,Wheat,85.92900000000002,0,0.0
2020-03-26,22.84,0.0,2.88,13.17,Wheat,84.48700000000002,0,0.0
2020-03-27,22.21,5.23,1.97,11.87,Wheat,88.30650000000003,0,0.0
2020-03-28,22.37,0.08,2.43,24.86,Wheat,86.96800000000003,0,0.0
2020-03-29,22.66,0.0,3.5,24.66,Wheat,85.53500000000003,0,0.0
2020-03-30,21.84,0.0,2.98,24.82,Wheat,84.14300000000003,0,0.0
2020-03-31,22.82,0.09,2.83,21.46,Wheat,82.79200000000003,0,0.0
2020-04-01,25.6,0.47,1.93,24.12,None,81.68200000000003,0,0.0
2020-04-02,23.84,0.0,3.28,24.73,None,80.19000000000003,0,0.0
2020-04-03,22.47,0.0,2.98,26.22,None,78.76650000000002,0,0.0
2020-04-04,23.46,0.0,2.69,26.07,None,77.29350000000002,0,0.0
2020-04-05,25.16,0.0,1.87,23.99,None,75.73550000000002,0,0.0
2020-04-06,26.2,0.0,2.71,25.48,None,74.12550000000002,0,0.0
2020-04-07,26.18,0.0,3.12,24.54,None,72.51650000000002,0,0.0
2020-04-08,25.33,0.0,2.75,25.07,None,70.95000000000002,0,0.0
2020-04-09,25.22,0.0,2.35,24.38,None,69.38900000000001,0,0.0
2020-04-10,26.82,0.0,2.34,24.58,None,67.748,0,0.0
2020-04-11,28.57,0.0,2.39,24.79,None,66.01950000000001,0,0.0
2020-04-12,28.38,0.0,3.05,25.32,None,64.30050000000001,0,0.0
2020-04-13,30.01,0.0,2.62,24.17,None,62.500000000000014,0,0.0
2020-04-14,31.35,0.0,1.23,20.35,None,60.632500000000014,0,0.0
2020-04-15,31.19,0.0,1.73,22.01,None,58.77300000000002,0,0.0
2020-04-16,30.64,0.02,2.8,23.58,None,56.96100000000002,0,0.0
2020-04-17,28.9,0.42,1.99,22.38,None,55.636000000000024,0,0.0
2020-04-18,29.5,0.58,2.06,21.8,None,54.441000000000024,0,0.0
2020-04-19,28.67,3.04,2.33,23.86,None,55.747500000000024,0,0.0
2020-04-20,24.67,0.07,2.45,12.63,None,54.28400000000002,0,0.0
2020-04-21,27.75,0.18,1.86,23.75,None,52.77650000000002,0,0.0
2020-04-22,28.18,0.0,1.8,25.14,None,51.06750000000002,0,0.0
2020-04-23,28.64,0.29,2.19,16.08,None,49.62550000000002,0,0.0
2020-04-24,30.27,0.02,1.4,25.59,None,47.83200000000002,0,0.0
2020-04-25,31.45,0.57,1.01,21.21,None,46.52950000000002,0,0.0
2020-04-26,29.82,6.9,2.8,14.94,None,51.63850000000002,0,0.0
2020-04-27,26.69,5.62,3.62,25.1,None,55.62400000000002,0,0.0
2020-04-28,28.35,0.11,1.49,22.83,None,54.016500000000015,0,0.0
2020-04-29,30.44,0.0,1.14,22.62,None,52.19450000000001,0,0.0
2020-04-30,31.23,0.38,1.22,23.32,None,50.713000000000015,0,0.0
2020-05-01,32.12,0.0,1.85,25.3,None,48.807000000000016,0,0.0
2020-05-02,32.63,0.14,2.53,25.73,None,47.01550000000002,0,0.0
2020-05-03,30.73,8.7,2.75,14.78,None,53.87900000000002,0,0.0
2020-05-04,29.99,2.25,1.15,23.75,None,54.32950000000002,0,0.0
2020-05-05,31.15,0.19,1.38,25.33,None,52.66200000000001,0,0.0
2020-05-06,31.29,0.44,1.6,19.59,None,51.23750000000001,0,0.0
2020-05-07,29.88,3.18,2.08,27.22,None,52.623500000000014,0,0.0
2020-05-08,32.63,0.0,1.71,27.04,None,50.692000000000014,0,0.0
2020-05-09,33.46,0.0,1.45,26.08,None,48.719000000000015,0,0.0
2020-05-10,30.49,7.33,1.87,12.76,None,54.22450000000001,0,0.0
2020-05-11,29.74,1.75,1.74,22.0,None,54.187500000000014,0,0.0
2020-05-12,31.2,0.13,1.21,23.12,None,52.45750000000002,0,0.0
2020-05-13,31.69,0.12,1.69,14.02,None,50.69300000000001,0,0.0
2020-05-14,33.06,0.0,1.55,24.3,None,48.74000000000001,0,0.0
2020-05-15,32.71,0.19,3.56,25.65,None,46.99450000000001,0,0.0
2020-05-16,32.32,0.0,4.02,27.14,None,45.07850000000001,0,0.0
2020-05-17,33.19,0.0,2.28,23.81,None,43.119000000000014,0,0.0
2020-05-18,33.3,0.0,2.61,26.33,None,41.15400000000001,0,0.0
2020-05-19,33.4,0.0,2.8,27.38,None,39.18400000000001,0,0.0
2020-05-20,32.42,0.0,3.05,28.55,None,37.26300000000001,0,0.0
2020-05-21,33.66,0.0,4.06,28.21,None,35.280000000000015,0,0.0
2020-05-22,36.08,0.0,1.88,28.71,None,33.176000000000016,0,0.0
2020-05-23,38.08,0.0,2.08,25.35,None,30.972000000000016,0,0.0
2020-05-24,37.83,0.0,2.84,27.2,None,28.780500000000014,0,0.0
2020-05-25,37.54,0.0,3.21,28.52,None,26.603500000000015,0,0.0
2020-05-26,38.28,0.0,2.8,27.16,None,24.389500000000016,0,0.0
2020-05-27,38.98,0.01,1.91,25.42,None,22.15050000000002,0,0.0
2020-05-28,36.2,0.51,5.32,22.37,None,20.55050000000002,0,0.0
2020-05-29,34.18,3.41,4.28,20.87,None,21.95150000000002,0,0.0
2020-05-30,30.76,9.97,2.42,22.85,None,30.083500000000022,0,0.0
2020-05-31,29.36,22.24,1.66,18.45,None,50.55550000000002,0,0.0
2020-06-01,30.16,3.38,1.51,25.28,Rice,52.127500000000026,0,0.0
2020-06-02,31.75,0.59,1.57,24.14,Rice,50.83000000000003,0,0.0
2020-06-03,32.77,0.27,1.5,24.8,Rice,49.16150000000003,0,0.0
2020-06-04,31.51,3.49,2.79,12.21,Rice,50.77600000000003,0,0.0
2020-06-05,30.46,2.62,1.59,21.11,Rice,51.57300000000003,0,0.0
2020-06-06,31.35,0.6,1.27,23.72,Rice,50.30550000000003,0,0.0
2020-06-07,31.94,11.13,1.25,22.01,Rice,59.538500000000035,0,0.0
2020-06-08,32.94,0.01,1.5,25.7,Rice,57.60150000000003,0,0.0
2020-06-09,34.66,0.38,1.57,25.68,Rice,55.94850000000003,0,0.0
2020-06-10,35.9,0.0,1.64,23.4,Rice,53.85350000000003,0,0.0
2020-06-11,36.27,0.11,1.11,23.91,Rice,51.85000000000003,0,0.0
2020-06-12,37.0,0.0,1.05,21.93,Rice,49.70000000000003,0,0.0
2020-06-13,36.37,0.06,1.45,14.72,Rice,47.641500000000036,0,0.0
2020-06-14,35.7,0.2,1.2,21.34,Rice,45.75650000000004,0,0.0
2020-06-15,36.0,0.39,1.23,24.67,Rice,44.04650000000004,0,0.0
2020-06-16,36.41,0.14,1.12,24.31,Rice,42.06600000000004,0,0.0
2020-06-17,35.08,0.62,1.56,25.51,Rice,40.63200000000003,0,0.0
2020-06-18,35.85,0.62,1.96,25.15,Rice,39.15950000000003,0,0.0
2020-06-19,36.9,0.0,1.68,22.35,Rice,37.01450000000003,0,0.0
2020-06-20,36.73,3.6,1.98,17.08,Rice,38.47800000000003,0,0.0
2020-06-21,35.23,0.01,1.39,23.68,Rice,36.426500000000026,0,0.0
2020-06-22,33.98,8.59,1.23,23.95,Rice,43.01750000000002,0,0.0
2020-06-23,34.16,1.15,3.43,23.28,Rice,42.159500000000016,0,0.0
2020-06-24,31.29,1.35,2.69,15.17,Rice,41.64500000000002,0,0.0
2020-06-25,34.18,3.33,1.51,19.9,Rice,42.966000000000015,0,0.0
2020-06-26,34.2,0.2,2.05,18.44,Rice,41.15600000000002,0,0.0
2020-06-27,36.93,0.21,3.38,21.17,Rice,39.21950000000002,0,0.0
2020-06-28,37.23,0.24,3.67,22.69,Rice,37.29800000000002,0,0.0
2020-06-29,37.35,0.4,2.69,21.07,Rice,35.530500000000025,0,0.0
2020-06-30,34.42,2.6,2.34,20.44,Rice,36.109500000000025,0,0.0
2020-07-01,35.21,1.2,1.48,17.85,Rice,35.24900000000003,0,0.0
2020-07-02,34.51,11.49,1.74,19.97,Rice,44.71350000000003,0,0.0
2020-07-03,35.24,9.7,1.76,19.9,Rice,52.35150000000003,0,0.0
2020-07-04,36.26,5.71,1.88,20.1,Rice,55.94850000000003,0,0.0
2020-07-05,30.46,31.64,2.15,19.5,Rice,85.76550000000005,0,0.0
2020-07-06,32.64,0.03,1.91,17.87,Rice,83.86350000000004,0,0.0
2020-07-07,29.92,10.66,4.4,16.0,Rice,92.72750000000003,0,0.0
2020-07-08,30.79,3.43,2.68,15.49,Rice,94.31800000000004,0,0.0
2020-07-09,33.38,0.75,1.86,21.45,Rice,93.09900000000005,0,0.0
2020-07-10,35.35,0.78,3.3,20.5,Rice,91.81150000000005,0,0.0
2020-07-11,34.46,4.1,2.74,19.72,Rice,93.88850000000005,0,0.0
2020-07-12,33.01,9.89,1.25,19.55,Rice,100.0,0,0.0
2020-07-13,33.18,0.0,2.28,24.36,Rice,98.041,0,0.0
2020-07-14,34.56,0.0,1.75,22.34,Rice,96.01299999999999,0,0.0
2020-07-15,33.58,0.22,2.65,18.16,Rice,94.25399999999999,0,0.0
2020-07-16,32.64,3.08,3.0,18.16,Rice,95.40199999999999,0,0.0
2020-07-17,31.73,23.44,2.43,17.08,Rice,100.0,0,0.0
2020-07-18,32.63,16.91,1.22,14.08,Rice,100.0,0,0.0
2020-07-19,32.13,16.53,1.93,13.97,Rice,100.0,0,0.0
2020-07-20,32.52,11.44,2.67,14.75,Rice,100.0,0,0.0
2020-07-21,30.51,23.14,1.37,14.38,Rice,100.0,0,0.0
2020-07-22,28.34,21.7,1.4,11.91,Rice,100.0,0,0.0
2020-07-23,29.45,0.27,1.73,23.89,Rice,98.4975,0,0.0
2020-07-24,29.33,1.36,2.14,20.56,Rice,98.09100000000001,0,0.0
2020-07-25,29.53,1.6,2.11,17.39,Rice,97.9145,0,0.0
2020-07-26,29.8,9.66,1.13,22.64,Rice,100.0,0,0.0
2020-07-27,31.74,0.69,1.98,22.14,Rice,98.803,0,0.0
2020-07-28,32.37,13.16,2.06,21.41,Rice,100.0,0,0.0
2020-07-29,31.43,22.67,1.95,15.61,Rice,100.0,0,0.0
2020-07-30,28.53,26.98,1.4,14.71,Rice,100.0,0,0.0
2020-07-31,29.45,9.46,1.06,16.93,Rice,100.0,0,0.0
2020-08-01,30.38,3.55,1.55,16.49,Rice,100.0,0,0.0
2020-08-02,30.12,0.54,1.98,22.76,Rice,98.73400000000001,0,0.0
2020-08-03,31.33,0.77,1.97,17.9,Rice,97.6375,0,0.0
2020-08-04,31.98,0.66,1.35,19.56,Rice,96.3985,0,0.0
2020-08-05,30.62,1.37,1.57,11.59,Rice,95.9375,0,0.0
2020-08-06,30.3,1.29,3.35,21.51,Rice,95.41250000000001,0,0.0
2020-08-07,30.3,0.4,2.72,18.61,Rice,93.99750000000002,0,0.0
2020-08-08,31.26,4.57,0.98,22.26,Rice,96.70450000000002,0,0.0
2020-08-09,30.66,6.62,0.69,13.89,Rice,100.0,0,0.0
2020-08-10,29.8,4.61,1.63,14.33,Rice,100.0,0,0.0
2020-08-11,28.92,16.89,2.08,13.49,Rice,100.0,0,0.0
2020-08-12,30.32,11.51,2.06,15.95,Rice,100.0,0,0.0
2020-08-13,29.1,10.92,1.83,4.54,Rice,100.0,0,0.0
2020-08-14,28.43,8.12,1.93,13.48,Rice,100.0,0,0.0
2020-08-15,29.25,1.87,1.96,17.41,Rice,100.0,0,0.0
2020-08-16,29.85,0.54,1.67,17.64,Rice,98.7475,0,0.0
2020-08-17,30.54,2.93,1.56,15.05,Rice,99.85050000000001,0,0.0
2020-08-18,29.38,6.7,1.61,15.87,Rice,100.0,0,0.0
2020-08-19,29.37,28.7,1.15,3.2,Rice,100.0,0,0.0
2020-08-20,27.57,37.43,1.99,7.94,Rice,100.0,0,0.0
2020-08-21,27.85,0.53,2.01,20.73,Rice,98.8375,0,0.0
2020-08-22,28.07,0.66,2.13,19.62,Rice,97.794,0,0.0
2020-08-23,27.95,0.65,2.91,17.17,Rice,96.7465,0,0.0
2020-08-24,28.2,0.41,2.87,17.63,Rice,95.4465,0,0.0
2020-08-25,28.35,0.35,2.32,15.9,Rice,94.079,0,0.0
2020-08-26,29.08,0.65,1.33,20.68,Rice,92.975,0,0.0
2020-08-27,29.11,3.7,0.68,18.15,Rice,94.9195,0,0.0
2020-08-28,28.99,13.05,1.43,11.48,Rice,100.0,0,0.0
2020-08-29,28.95,8.12,0.87,18.24,Rice,100.0,0,0.0
2020-08-30,27.65,0.24,4.11,12.44,Rice,98.55749999999999,0,0.0
2020-08-31,28.0,0.15,2.58,18.79,Rice,97.0075,0,0.0
2020-09-01,28.92,0.0,1.28,20.78,Rice,95.2615,0,0.0
2020-09-02,28.42,0.0,0.96,17.81,Rice,93.5405,0,0.0
2020-09-03,28.79,0.01,1.98,17.45,Rice,91.81099999999999,0,0.0
2020-09-04,29.07,0.15,1.54,17.05,Rice,90.2075,0,0.0
2020-09-05,29.11,1.99,1.07,19.2,Rice,90.442,0,0.0
2020-09-06,28.84,0.72,0.98,19.72,Rice,89.41999999999999,0,0.0
2020-09-07,29.2,2.1,1.21,17.1,Rice,89.75999999999998,0,0.0
2020-09-08,28.89,1.45,1.66,19.74,Rice,89.46549999999998,0,0.0
2020-09-09,28.97,0.0,1.74,20.68,Rice,87.71699999999997,0,0.0
2020-09-10,29.57,0.0,1.94,21.53,Rice,85.93849999999998,0,0.0
2020-09-11,30.21,0.0,1.19,21.26,Rice,84.12799999999997,0,0.0
2020-09-12,29.48,0.0,1.26,20.51,Rice,82.35399999999997,0,0.0
2020-09-13,29.79,0.43,1.19,18.49,Rice,80.99449999999997,0,0.0
2020-09-14,29.62,0.87,1.25,16.29,Rice,80.08349999999997,0,0.0
2020-09-15,29.52,0.0,1.38,18.0,Rice,78.30749999999998,0,0.0
2020-09-16,30.46,0.0,1.54,19.31,Rice,76.48449999999998,0,0.0
2020-09-17,30.49,0.0,2.5,20.6,Rice,74.65999999999998,0,0.0
2020-09-18,30.67,0.0,2.44,20.41,Rice,72.82649999999998,0,0.0
2020-09-19,30.56,0.0,1.36,18.76,Rice,70.99849999999998,0,0.0
2020-09-20,29.84,0.0,1.52,19.27,Rice,69.20649999999998,0,0.0
2020-09-21,30.22,0.03,1.59,18.54,Rice,67.42549999999997,0,0.0
2020-09-22,30.79,1.02,1.13,18.65,Rice,66.60599999999997,0,0.0
2020-09-23,30.49,1.3,1.51,17.78,Rice,66.08149999999996,0,0.0
2020-09-24,30.33,0.13,1.74,18.21,Rice,64.39499999999995,0,0.0
2020-09-25,29.73,0.0,2.2,20.39,Rice,62.60849999999995,0,0.0
2020-09-26,28.79,0.0,1.39,15.69,Rice,60.86899999999995,0,0.0
2020-09-27,28.59,0.0,1.28,20.0,Rice,59.13949999999995,0,0.0
2020-09-28,28.51,0.0,1.99,20.53,Rice,57.413999999999945,0,0.0
2020-09-29,27.64,0.0,2.46,20.1,Rice,55.73199999999994,0,0.0
2020-09-30,27.25,0.0,2.55,20.66,Rice,54.06949999999994,0,0.0
2020-10-01,27.81,0.0,2.06,20.45,Rice,52.37899999999994,0,0.0
2020-10-02,28.23,0.0,1.67,20.82,Rice,50.66749999999994,0,0.0
2020-10-03,27.9,0.0,1.68,20.44,Rice,48.97249999999994,0,0.0
2020-10-04,26.98,0.0,1.56,20.54,Rice,47.32349999999994,0,0.0
2020-10-05,27.2,0.0,1.92,20.97,Rice,45.66349999999994,0,0.0
2020-10-06,27.13,0.0,1.98,20.71,Rice,44.00699999999994,0,0.0
2020-10-07,27.3,0.0,1.56,20.44,Rice,42.34199999999994,0,0.0
2020-10-08,27.22,0.0,1.6,19.66,Rice,40.68099999999994,0,0.0
2020-10-09,27.11,0.0,1.16,18.88,Rice,39.02549999999994,0,0.0
2020-10-10,27.24,0.0,1.77,18.48,Rice,37.36349999999994,0,0.0
2020-10-11,27.31,0.0,1.54,17.89,Rice,35.69799999999994,0,0.0
2020-10-12,27.79,0.0,0.97,17.76,Rice,34.008499999999934,0,0.0
2020-10-13,28.41,0.0,1.07,14.49,Rice,32.28799999999993,0,0.0
2020-10-14,27.84,0.0,1.05,14.26,Rice,30.595999999999933,0,0.0
2020-10-15,27.47,0.0,1.53,15.27,Rice,28.922499999999932,0,0.0
2020-10-16,26.18,0.0,1.66,16.05,Rice,27.31349999999993,0,0.0
2020-10-17,25.95,0.0,1.66,15.63,Rice,25.71599999999993,0,0.0
2020-10-18,25.12,0.0,2.27,15.33,Rice,34.159999999999926,1,4.5
2020-10-19,24.47,0.0,2.35,16.81,Rice,32.63649999999993,0,0.0
2020-10-20,24.28,0.0,2.22,18.46,Rice,31.122499999999928,0,0.0
2020-10-21,25.3,0.0,1.6,16.96,Rice,29.557499999999926,0,0.0
2020-10-22,25.79,0.0,1.57,14.02,Rice,27.967999999999925,0,0.0
2020-10-23,25.39,0.0,1.83,15.55,Rice,26.398499999999924,0,0.0
2020-10-24,24.21,0.0,1.72,15.4,Rice,34.88799999999992,1,4.5
2020-10-25,24.45,0.0,1.46,14.56,Rice,33.36549999999992,0,0.0
2020-10-26,23.61,0.0,1.95,14.53,Rice,31.88499999999992,0,0.0
2020-10-27,22.69,0.0,2.16,13.81,Rice,30.45049999999992,0,0.0
2020-10-28,22.35,0.0,1.29,13.74,Rice,29.03299999999992,0,0.0
2020-10-29,22.11,0.0,1.14,13.06,Rice,27.62749999999992,0,0.0
2020-10-30,22.22,0.0,1.74,14.41,Rice,26.216499999999918,0,0.0
2020-10-31,22.01,0.0,2.67,13.99,Rice,34.81599999999992,1,4.5
2020-11-01,21.19,0.0,2.26,14.77,Wheat,33.45649999999992,0,0.0
2020-11-02,20.54,0.0,2.07,15.42,Wheat,32.12949999999992,0,0.0
2020-11-03,20.98,0.0,1.47,15.72,Wheat,30.780499999999922,0,0.0
2020-11-04,20.97,0.0,1.94,13.18,Wheat,29.43199999999992,0,0.0
2020-11-05,21.12,0.0,1.76,11.81,Wheat,28.07599999999992,0,0.0
2020-11-06,20.87,0.0,1.89,12.0,Wheat,26.73249999999992,0,0.0
2020-11-07,20.86,0.0,1.94,12.12,Wheat,25.38949999999992,0,0.0
2020-11-08,20.81,0.0,1.4,9.71,Wheat,34.04899999999992,1,4.5
2020-11-09,19.8,0.0,1.47,12.19,Wheat,32.75899999999992,0,0.0
2020-11-10,22.56,0.0,1.21,12.62,Wheat,31.33099999999992,0,0.0
2020-11-11,21.77,0.0,1.24,12.68,Wheat,29.94249999999992,0,0.0
2020-11-12,20.93,0.0,1.22,12.92,Wheat,28.595999999999922,0,0.0
2020-11-13,20.72,0.0,1.5,12.71,Wheat,27.259999999999923,0,0.0
2020-11-14,21.21,0.0,1.12,10.77,Wheat,25.899499999999925,0,0.0
2020-11-15,22.11,2.78,1.79,10.56,Wheat,27.273999999999926,0,0.0
2020-11-16,19.87,1.02,1.79,9.55,Wheat,27.000499999999924,0,0.0
2020-11-17,18.87,0.0,2.02,11.88,Wheat,25.756999999999923,0,0.0
2020-11-18,17.76,0.0,1.46,11.8,Wheat,34.568999999999924,1,4.5
2020-11-19,17.09,0.0,1.8,10.48,Wheat,33.414499999999926,0,0.0
2020-11-20,17.08,0.0,2.99,12.82,Wheat,32.26049999999992,0,0.0
2020-11-21,16.22,0.0,3.6,14.58,Wheat,31.14949999999992,0,0.0
2020-11-22,15.72,0.0,2.3,13.6,Wheat,30.063499999999923,0,0.0
2020-11-23,17.03,0.0,1.35,11.44,Wheat,28.911999999999924,0,0.0
2020-11-24,17.31,0.0,1.14,9.72,Wheat,27.746499999999923,0,0.0
2020-11-25,17.98,0.0,1.08,6.65,Wheat,26.54749999999992,0,0.0
2020-11-26,16.8,0.54,2.75,10.04,Wheat,25.94749999999992,0,0.0
2020-11-27,17.48,0.0,2.79,14.68,Wheat,34.77349999999992,1,4.5
2020-11-28,16.23,0.0,2.46,14.42,Wheat,33.66199999999992,0,0.0
2020-11-29,15.62,0.0,1.6,14.2,Wheat,32.58099999999992,0,0.0
2020-11-30,16.58,0.0,1.68,13.59,Wheat,31.451999999999916,0,0.0
2020-12-01,16.82,0.0,1.66,12.83,Wheat,30.310999999999915,0,0.0
2020-12-02,17.65,0.0,2.58,13.14,Wheat,29.128499999999914,0,0.0
2020-12-03,17.57,0.0,1.46,11.86,Wheat,27.949999999999914,0,0.0
2020-12-04,19.38,0.0,0.91,12.21,Wheat,26.680999999999916,0,0.0
2020-12-05,19.53,0.0,1.48,12.97,Wheat,25.404499999999917,0,0.0
2020-12-06,18.84,0.0,1.5,12.38,Wheat,34.162499999999916,1,4.5
2020-12-07,18.59,0.0,2.37,10.15,Wheat,32.932999999999915,0,0.0
2020-12-08,18.59,0.0,1.43,11.28,Wheat,31.703499999999913,0,0.0
2020-12-09,19.52,0.0,2.04,12.21,Wheat,30.427499999999913,0,0.0
2020-12-10,20.01,0.0,1.91,12.02,Wheat,29.126999999999914,0,0.0
2020-12-11,20.91,0.0,1.14,7.76,Wheat,27.781499999999912,0,0.0
2020-12-12,19.12,5.08,1.2,6.68,Wheat,31.605499999999914,0,0.0
2020-12-13,14.57,0.09,2.74,10.15,Wheat,30.666999999999913,0,0.0
2020-12-14,12.5,0.0,2.24,11.5,Wheat,29.741999999999912,0,0.0
2020-12-15,11.49,0.0,2.06,10.56,Wheat,28.86749999999991,0,0.0
2020-12-16,12.03,0.0,3.13,11.12,Wheat,27.965999999999912,0,0.0
2020-12-17,9.93,0.0,3.12,12.47,Wheat,27.169499999999914,0,0.0
2020-12-18,10.8,0.0,3.13,13.82,Wheat,26.329499999999914,0,0.0
2020-12-19,11.86,0.0,2.92,13.6,Wheat,25.436499999999914,0,0.0
2020-12-20,12.8,0.0,2.55,12.57,Wheat,34.49649999999991,1,4.5
2020-12-21,13.08,0.0,2.18,11.52,Wheat,33.54249999999991,0,0.0
2020-12-22,14.69,0.0,1.73,11.56,Wheat,32.50799999999991,0,0.0
2020-12-23,14.06,0.0,1.73,10.87,Wheat,31.50499999999991,0,0.0
2020-12-24,13.5,0.0,1.98,11.01,Wheat,30.52999999999991,0,0.0
2020-12-25,12.73,0.0,2.28,11.89,Wheat,29.59349999999991,0,0.0
2020-12-26,13.36,0.0,2.06,11.21,Wheat,28.62549999999991,0,0.0
2020-12-27,15.49,0.05,1.4,10.4,Wheat,27.60099999999991,0,0.0
2020-12-28,11.52,0.02,2.36,12.23,Wheat,26.74499999999991,0,0.0
2020-12-29,10.96,0.0,2.77,12.46,Wheat,25.89699999999991,0,0.0
2020-12-30,10.29,0.0,2.47,9.7,Wheat,25.08249999999991,0,0.0
2020-12-31,10.6,0.0,1.83,8.89,Wheat,34.25249999999991,1,4.5
2021-01-01,12.76,0.0,0.98,7.11,Wheat,33.31449999999991,0,0.0
2021-01-02,12.91,5.02,1.34,4.0,Wheat,37.3889999999999,0,0.0
2021-01-03,15.65,15.6,2.59,2.68,Wheat,51.9064999999999,0,0.0
2021-01-04,17.88,0.22,1.82,7.77,Wheat,50.9324999999999,0,0.0
2021-01-05,17.69,6.13,2.47,6.28,Wheat,55.8779999999999,0,0.0
2021-01-06,16.54,7.16,1.09,5.23,Wheat,61.910999999999895,0,0.0
2021-01-07,14.88,0.1,1.49,5.62,Wheat,60.9669999999999,0,0.0
2021-01-08,15.63,0.21,1.0,4.78,Wheat,60.0954999999999,0,0.0
2021-01-09,16.07,0.71,2.0,7.01,Wheat,59.701999999999906,0,0.0
2021-01-10,13.08,0.0,2.85,10.9,Wheat,58.747999999999905,0,0.0
2021-01-11,11.25,0.0,2.94,10.89,Wheat,57.88549999999991,0,0.0
2021-01-12,11.06,0.0,2.66,11.84,Wheat,57.03249999999991,0,0.0
2021-01-13,10.16,0.0,2.36,10.52,Wheat,56.22449999999991,0,0.0
2021-01-14,11.48,0.0,1.28,9.93,Wheat,55.350499999999904,0,0.0
2021-01-15,12.28,0.0,1.19,10.82,Wheat,54.4364999999999,0,0.0
2021-01-16,11.04,0.0,1.79,9.02,Wheat,53.584499999999906,0,0.0
2021-01-17,11.08,0.0,1.55,6.33,Wheat,52.73049999999991,0,0.0
2021-01-18,13.65,0.0,1.37,5.54,Wheat,51.747999999999905,0,0.0
2021-01-19,15.29,0.0,2.2,9.41,Wheat,50.6834999999999,0,0.0
2021-01-20,13.42,0.0,3.41,12.31,Wheat,49.712499999999906,0,0.0
2021-01-21,12.55,0.0,2.97,15.23,Wheat,48.784999999999904,0,0.0
2021-01-22,13.06,0.0,1.3,9.57,Wheat,47.8319999999999,0,0.0
2021-01-23,14.1,0.0,2.02,10.88,Wheat,46.8269999999999,0,0.0
